publicationId,publicationSeqNo,issn,eissn,publicationTitle,publicationTitle20,publicationTitleISO,publicationFrequency,issuesPerYear,submissionURL,openAccess,country,publicationStartYear,publisherName,publisherAddress,publisherCode,publisherURL
104079,C9682J,1354-8506,1465-3966,PSYCHOLOGY HEALTH & MEDICINE,PSYCHOL HEALTH MED,Psychol. Health Med.,B,6,http://mc.manuscriptcentral.com/ac-phm-vcy,FALSE,ENGLAND,1995,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",VQ835,http://www.tandfonline.com
104089,13932J,1469-0292,1878-5476,PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOL SPORT EXERC,Psychol. Sport Exerc.,B,6,https://www.evise.com/profile/#/PSE/login,FALSE,NETHERLANDS,2000,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
104097,81576J,0033-3123,1860-0980,PSYCHOMETRIKA,PSYCHOMETRIKA,Psychometrika,Q,4,http://www.editorialmanager.com/pmet/,FALSE,UNITED STATES OF AMERICA,1936,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
104098,81585J,0306-4530,1873-3360,PSYCHONEUROENDOCRINOLOGY,PSYCHONEUROENDOCRINO,Psychoneuroendocrinology,M,10,http://ees.elsevier.com/pnec/,FALSE,ENGLAND,1976,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
104032,C8147J,1778-3798,1778-381X,PSYCHO-ONCOLOGIE,PSYCHO-ONCOLOGIE,Psycho-Oncologie,Q,4,,,FRANCE,2007,LAVOISIER,"14, RUE DE PROVIGNY, CACHAN, FRANCE, 94236",YK501,http://www.lavoisier.fr
104033,11072J,1057-9249,1099-1611,PSYCHO-ONCOLOGY,PSYCHO-ONCOLOGY,Psycho-Oncol.,M,12,https://mc.manuscriptcentral.com/pon,FALSE,ENGLAND,1992,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104100,05809J,0254-4962,1423-033X,PSYCHOPATHOLOGY,PSYCHOPATHOLOGY,Psychopathology,B,6,http://oper1.karger.com/xpresstrack/submissions/?jid=154,FALSE,SWITZERLAND,1984,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
104101,81642J,0033-3158,1432-2072,PSYCHOPHARMACOLOGY,PSYCHOPHARMACOLOGY,Psychopharmacology,M,12,https://mc.manuscriptcentral.com/psychopharmacology,FALSE,GERMANY,1976,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
104102,81664J,0048-5772,1469-8986,PSYCHOPHYSIOLOGY,PSYCHOPHYSIOLOGY,Psychophysiology,M,12,http://mc.manuscriptcentral.com/psyp,FALSE,UNITED STATES OF AMERICA,1964,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104105,81708J,0033-3174,1534-7796,PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,Psychosom. Med.,M,9,http://www.editorialmanager.com/psymed/,FALSE,UNITED STATES OF AMERICA,1938,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",VF505,http://www.lww.com/
104106,81722J,0033-3182,0033-3182,PSYCHOSOMATICS,PSYCHOSOMATICS,Psychosomatics,B,6,http://mc.manuscriptcentral.com/psycho,FALSE,UNITED STATES OF AMERICA,1960,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",JM501,http://www.elsevier.com
104112,81752J,0033-3190,1423-0348,PSYCHOTHERAPY AND PSYCHOSOMATICS,PSYCHOTHER PSYCHOSOM,Psychother. Psychosom.,B,6,http://oper1.karger.com/xpresstrack/submissions/?jid=166,FALSE,SWITZERLAND,1953,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
104115,10341J,0933-4807,0933-4807,PTERIDINES,PTERIDINES,Pteridines,Q,4,,TRUE,GERMANY,1989,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",ZY701,http://www.degruyter.de
104154,13445J,0214-1493,0214-1493,PUBLICACIONS MATEMATIQUES,PUBL MAT,Publ. Mat.,H,2,,,SPAIN,1976,UNIV AUTONOMA BARCELONA,"DEPT MATHEMATICS, BELLATERRA, SPAIN, 08193",ZT770,
104157,03643J,0033-3883,,PUBLICATIONES MATHEMATICAE-DEBRECEN,PUBL MATH-DEBRECEN,Publ. Math.-Debr.,Q,4,,,HUNGARY,1949,KOSSUTH LAJOS TUDOMANYEGYETEM,"MATEMATIKAI INTEZET NAGYERDEIKORUT, DEBRECEN, HUNGARY, 10",PC400,
104160,03632J,0073-8301,1618-1913,PUBLICATIONS MATHEMATIQUES DE L IHES,PUBL MATH-PARIS,Publ. Math. IHES,H,2,,,FRANCE,1959,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",ZX651,http://www.springer.com
104162,11526J,1323-3580,1448-6083,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,PUBL ASTRON SOC AUST,Publ. Astron. Soc. Aust.,A,1,https://mc.manuscriptcentral.com/astro,FALSE,AUSTRALIA,1995,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",GL001,http://www.cambridge.org
104163,81796J,0004-6264,2053-051X,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,PUBL ASTRON SOC JPN,Publ. Astron. Soc. Jpn.,B,6,http://mc.manuscriptcentral.com/pasj,FALSE,JAPAN,1949,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
104164,81840J,0004-6280,1538-3873,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,PUBL ASTRON SOC PAC,Publ. Astron. Soc. Pac.,M,12,https://mc04.manuscriptcentral.com/pasp,FALSE,UNITED STATES OF AMERICA,1889,IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",NW493,http://www.iop.org
104166,04886J,0034-5318,1663-4926,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,PUBL RES I MATH SCI,Publ. Res. Inst. Math. Sci.,Q,4,,,JAPAN,1965,"KYOTO UNIV, PUBLICATIONS RESEARCH INST MATHEMATICAL SCIENCES","OIWAKECHO, KITASHIRAKAWA, SAKYOKU, KYOTO, JAPAN, 606-8502",PD851,http://www.kurims.kyoto-u.ac.jp/~prims/index.html
104125,81969J,0033-3506,1476-5616,PUBLIC HEALTH,PUBLIC HEALTH,Public Health,M,12,http://ees.elsevier.com/puhe/,FALSE,ENGLAND,1888,W B SAUNDERS CO LTD,"32 JAMESTOWN RD, LONDON, ENGLAND, NW1 7BY",ZY606,http://www.harcourt-international.com
104127,D0978J,1754-9973,1754-9981,PUBLIC HEALTH ETHICS,PUBLIC HEALTH ETH-UK,Public Health Ethics,T,3,http://mc.manuscriptcentral.com/phe,FALSE,ENGLAND,2008,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
104128,C9017J,1662-4246,1662-8063,PUBLIC HEALTH GENOMICS,PUBLIC HEALTH GENOM,Pub. Health Genomics,B,6,http://oper1.karger.com/xpresstrack/submissions/?jid=140,FALSE,SWITZERLAND,1998,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",WG001,http://www.karger.ch
104129,06212J,0737-1209,1525-1446,PUBLIC HEALTH NURSING,PUBLIC HEALTH NURS,Public Health Nurs.,B,6,http://mc.manuscriptcentral.com/phn,FALSE,UNITED STATES OF AMERICA,1984,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104130,13732J,1368-9800,1475-2727,PUBLIC HEALTH NUTRITION,PUBLIC HEALTH NUTR,Public Health Nutr.,S,18,http://mc.manuscriptcentral.com/phnutr,FALSE,ENGLAND,1998,CAMBRIDGE UNIV PRESS,"EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",AAL88,http://www.cambridge.org
104131,81972J,0033-3549,1468-2877,PUBLIC HEALTH REPORTS,PUBLIC HEALTH REP,Public Health Rep.,B,6,http://phr.msubmit.net/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1878,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",WH001,http://www.sagepub.co.uk
104171,C8366J,0738-0658,2373-6011,PUERTO RICO HEALTH SCIENCES JOURNAL,P R HEALTH SCI J,P. R. Health Sci. J.,Q,4,http://prhsj.rcm.upr.edu/index.php/prhsj/login,FALSE,UNITED STATES OF AMERICA,1982,UNIV PUERTO RICO MEDICAL SCIENCES CAMPUS,"OFFICE DEAN ACADEMIC AFFAIRS BOX 365067, SAN JUAN, USA, PR, 00936-5067",ZW330,
104172,D6032J,2045-8932,2045-8940,PULMONARY CIRCULATION,PULM CIRC,Pulm. Circ.,C,1,http://mc.manuscriptcentral.com/pulmonarycirculation,TRUE,UNITED STATES OF AMERICA,2011,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",WH001,http://www.sagepub.co.uk
104174,09453J,1094-5539,1522-9629,PULMONARY PHARMACOLOGY & THERAPEUTICS,PULM PHARMACOL THER,Pulm. Pharmacol. Ther.,B,6,http://ees.elsevier.com/ypupt,FALSE,ENGLAND,1988,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON, ENGLAND, NW1 7DX",AH010,http://www.apnet.com
104175,E0878J,2531-0437,2531-0437,PULMONOLOGY,PULMONOLOGY,Pulmonology,B,6,,TRUE,PORTUGAL,2018,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",JM901,http://www.elsevier.com
104176,82038J,0316-4004,1923-3515,PULP & PAPER-CANADA,PULP PAP-CANADA,Pulp Pap.-Can.,Q,4,,,CANADA,1903,PULP & PAPER CANADA MAGAZINE GROUP-BIG MAGAZINE LP,"80 VALLEYBROOK, TORONTO, CANADA, ON, M38 2S9",ACJ89,
104182,82056J,0033-4545,1365-3075,PURE AND APPLIED CHEMISTRY,PURE APPL CHEM,Pure Appl. Chem.,M,12,http://mc.manuscriptcentral.com/pac,FALSE,ENGLAND,1976,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",ZY701,http://www.degruyter.de
104183,82060J,0033-4553,1420-9136,PURE AND APPLIED GEOPHYSICS,PURE APPL GEOPHYS,Pure Appl. Geophys.,M,12,https://www.editorialmanager.com/paag/default.aspx,FALSE,SWITZERLAND,1936,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",ACI11,http://www.springer.com/birkhauser/
104184,C6683J,1558-8599,1558-8602,PURE AND APPLIED MATHEMATICS QUARTERLY,PURE APPL MATH Q,Pure Appl. Math. Q.,Q,4,,,UNITED STATES OF AMERICA,2005,"INT PRESS BOSTON, INC","PO BOX 43502, SOMERVILLE, USA, MA, 02143",NR332,http://www.intlpress.com
104185,C8472J,1573-9538,1573-9546,PURINERGIC SIGNALLING,PURINERG SIGNAL,Purinergic Signal.,Q,4,http://www.editorialmanager.com/pusi/,FALSE,NETHERLANDS,2005,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
104188,11270J,1460-2725,1460-2393,QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,QJM-INT J MED,QJM-An Int. J. Med.,M,12,http://mc.manuscriptcentral.com/qjm,FALSE,ENGLAND,1995,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
104212,C7106J,1607-3606,1727-933X,QUAESTIONES MATHEMATICAE,QUAEST MATH,Quaest. Math.,Q,4,http://mc.manuscriptcentral.com/tqma,FALSE,SOUTH AFRICA,1976,NATL INQUIRY SERVICES CENTRE PTY LTD,"19 WORCESTER STREET, PO BOX 377, GRAHAMSTOWN, SOUTH AFRICA, 6140",SC180,http://www.nisc.co.za
104228,D2426J,1575-5460,1662-3592,QUALITATIVE THEORY OF DYNAMICAL SYSTEMS,QUAL THEOR DYN SYST,Qual. Theor. Dyn. Syst.,T,3,http://www.editorialmanager.com/QTDS/default.aspx,FALSE,SWITZERLAND,1999,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",ACI11,http://www.springer.com/birkhauser/
104229,11009J,0748-8017,1099-1638,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,Qual. Reliab. Eng. Int.,B,8,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1638,FALSE,ENGLAND,1985,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104230,D0398J,1757-8361,1757-837X,QUALITY ASSURANCE AND SAFETY OF CROPS & FOODS,QUAL ASSUR SAF CROP,Qual. Assur. Saf. Crop. Foods,Q,4,http://mc.manuscriptcentral.com/qas,FALSE,NETHERLANDS,2009,WAGENINGEN ACADEMIC PUBLISHERS,"PO BOX 220, WAGENINGEN, NETHERLANDS, 6700 AE",ACF78,
104232,D0957J,0898-2112,1532-4222,QUALITY ENGINEERING,QUAL ENG,Qual. Eng.,Q,4,http://mc.manuscriptcentral.com/lqen,FALSE,UNITED STATES OF AMERICA,1988,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",ZA463,http://www.tandfonline.com/
104236,D2811J,1063-8628,1550-5154,QUALITY MANAGEMENT IN HEALTH CARE,QUAL MANAG HEALTH CA,Qual. Manag. Health Care,Q,4,http://www.editorialmanager.com/qmh/,FALSE,UNITED STATES OF AMERICA,1992,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",VF505,http://www.lww.com/
104237,10268J,0962-9343,1573-2649,QUALITY OF LIFE RESEARCH,QUAL LIFE RES,Qual. Life Res.,M,10,https://www.editorialmanager.com/qure/,FALSE,NETHERLANDS,1992,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
104238,D0722J,1684-3703,1811-4857,QUALITY TECHNOLOGY AND QUANTITATIVE MANAGEMENT,QUAL TECHNOL QUANT M,Qual. Technol. Quant. Manag.,Q,4,http://web.it.nctu.edu.tw/~qtqm/,FALSE,TAIWAN,2004,NCTU-NATIONAL CHIAO TUNG UNIV PRESS,"NO 100, WENHWA RD, TAICHUNG, TAIWAN, 40724 ROC",ACH71,http://www.cc.nctu.edu.tw/~qtqm/
104241,14137J,1469-7688,1469-7696,QUANTITATIVE FINANCE,QUANT FINANC,Quant. Financ.,M,12,http://mc.manuscriptcentral.com/rquf,FALSE,ENGLAND,2001,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",VQ835,http://www.tandfonline.com
104243,D6251J,2223-4292,2223-4306,QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,QUANT IMAG MED SURG,Quant. Imaging Med. Surg.,M,12,,,CHINA MAINLAND,2011,AME PUBL CO,"FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000",ACU87,http://www.amepc.org
104244,C9882J,1768-6733,2116-7176,QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,QUANT INFR THERM J,Quant. Infrared Thermogr. J.,H,2,,,FRANCE,2004,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
104246,E0805J,2521-327X,2521-327X,QUANTUM,,,C,1,,TRUE,AUSTRIA,,VEREIN FORDERUNG OPEN ACCESS PUBLIZIERENS QUANTENWISSENSCHAF,"BOLTZMANNGASSE 3, WIEN, AUSTRIA, 1090",,
104247,12091J,1063-7818,1468-4799,QUANTUM ELECTRONICS,QUANTUM ELECTRON+,Quantum Electron.,M,12,https://mc.manuscriptcentral.com/jqe-ieee,FALSE,RUSSIAN FEDERATION,1971,TURPION LTD,"C/O TURPION LTD, IOP PUBLISHING, TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6HG",ZQ725,http://www.turpion.org
104248,13864J,1533-7146,1533-7146,QUANTUM INFORMATION & COMPUTATION,QUANTUM INF COMPUT,Quantum Inform. Comput.,B,6,http://www.rintonpress.com/journals/qic/,FALSE,UNITED STATES OF AMERICA,2001,"RINTON PRESS, INC","565 EDMUND TERRACE, PARAMUS, USA, NJ, 07652",VP480,http://www.rintonpress.com
104249,C6716J,1570-0755,1573-1332,QUANTUM INFORMATION PROCESSING,QUANTUM INF PROCESS,Quantum Inf. Process.,M,12,http://www.editorialmanager.com/qinp/,FALSE,UNITED STATES OF AMERICA,2002,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
104250,E0499J,2058-9565,2058-9565,QUANTUM SCIENCE AND TECHNOLOGY,QUANTUM SCI TECHNOL,Quantum Sci. Technol.,Q,4,,,ENGLAND,2016,IOP PUBLISHING LTD,"TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE",NW493,http://www.iop.org
104254,03106J,1470-9236,2041-4803,QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,Q J ENG GEOL HYDROGE,Q. J. Eng. Geol. Hydrogeol.,Q,4,http://qjegh.allentrack.net/cgi-bin/main.plex,FALSE,ENGLAND,1968,GEOLOGICAL SOC PUBL HOUSE,"UNIT 7, BRASSMILL ENTERPRISE CENTRE, BRASSMILL LANE, BATH, ENGLAND, AVON, BA1 3JN",KV451,http://www.geolsoc.org.uk/
104255,82324J,1747-0218,1747-0226,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q J EXP PSYCHOL,Q. J. Exp. Psychol.,M,12,http://mc.manuscriptcentral.com/pqje,FALSE,ENGLAND,1948,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",VQ835,http://www.sagepub.co.uk
104257,82368J,0033-5606,1464-3847,QUARTERLY JOURNAL OF MATHEMATICS,Q J MATH,Q. J. Math.,Q,4,,,ENGLAND,1930,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
104258,82412J,0033-5614,1464-3855,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,Q J MECH APPL MATH,Q. J. Mech. Appl. Math.,Q,4,http://www.oxfordjournals.org/our_journals/qjmamj/for_authors/index.html,FALSE,ENGLAND,1948,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
104259,C1085J,1824-4785,1827-1936,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,Q J NUCL MED MOL IM,Q. J. Nucl. Med. Mol. Imag.,Q,4,http://www.minervamedicaonlinesubmission.it/?CollectionSetId=6,FALSE,ITALY,2004,EDIZIONI MINERVA MEDICA,"CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126",JD501,http://www.minervamedica.it
104262,82588J,0035-9009,1477-870X,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,Q J ROY METEOR SOC,Q. J. R. Meteorol. Soc.,B,8,http://mc.manuscriptcentral.com/qj,FALSE,ENGLAND,1871,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",FL501,http://www.wiley.com/WileyCDA/
104263,82236J,0033-569X,1552-4485,QUARTERLY OF APPLIED MATHEMATICS,Q APPL MATH,Q. Appl. Math.,Q,4,http://www.ams.org/publications/journals/journalsframework/qamsubmit,FALSE,UNITED STATES OF AMERICA,1943,BROWN UNIV,"AMER MATH SOC, PO BOX 845904, BOSTON, USA, MA, 02284-5904",FW418,http://www.brown.edu/
104264,82632J,0033-5770,1539-7718,QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,Q. Rev. Biol.,Q,4,,,UNITED STATES OF AMERICA,1926,UNIV CHICAGO PRESS,"1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",ZU251,http://www.journals.uchicago.edu/
104266,82640J,0033-5835,1469-8994,QUARTERLY REVIEWS OF BIOPHYSICS,Q REV BIOPHYS,Q. Rev. Biophys.,C,1,,,UNITED STATES OF AMERICA,1968,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",GL001,http://www.cambridge.org
104267,C5172J,1142-2904,1965-0795,QUATERNAIRE,QUATERNAIRE,Quaternaire,Q,4,,,FRANCE,1990,SOC GEOLOGIQUE FRANCE,"77, RUE CLAUDE-BERNARD, PARIS, FRANCE, F-75005",ABC87,
104269,C7168J,1871-1014,1878-0350,QUATERNARY GEOCHRONOLOGY,QUAT GEOCHRONOL,Quat. Geochronol.,B,6,http://ees.elsevier.com/quageo/,FALSE,ENGLAND,2006,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",JM451,http://www.elsevier.com
104270,11196J,1040-6182,1873-4553,QUATERNARY INTERNATIONAL,QUATERN INT,Quat. Int.,S,18,http://ees.elsevier.com/quatint/,FALSE,ENGLAND,1989,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
104272,82686J,0033-5894,1096-0287,QUATERNARY RESEARCH,QUATERNARY RES,Quat. Res.,B,6,http://ees.elsevier.com/yqres/,FALSE,UNITED STATES OF AMERICA,1970,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",GL001,http://www.cambridge.org
104275,06293J,0277-3791,1873-457X,QUATERNARY SCIENCE REVIEWS,QUATERNARY SCI REV,Quat. Sci. Rev.,M,12,http://ees.elsevier.com/jqsr/,FALSE,ENGLAND,1982,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
104283,07614J,0033-6297,1543-2750,QUEST,QUEST,Quest,Q,4,http://mc.manuscriptcentral.com/quest,FALSE,UNITED STATES OF AMERICA,1963,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",VQ835,http://www.tandfonline.com
104287,10802J,0257-0130,1572-9443,QUEUEING SYSTEMS,QUEUEING SYST,Queueing Syst.,M,12,https://www.editorialmanager.com/ques/,FALSE,NETHERLANDS,1986,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",PA269,http://www.springeronline.com
104290,11562J,0100-4042,1678-7064,QUIMICA NOVA,QUIM NOVA,Quim. Nova,M,10,https://mc04.manuscriptcentral.com/qn-scielo,TRUE,BRAZIL,1978,SOC BRASILEIRA QUIMICA,"CAIXA POSTAL 26037, SAO PAULO, BRAZIL, 05599-970",XA949,
104292,12241J,0033-6572,1936-7163,QUINTESSENCE INTERNATIONAL,QUINTESSENCE INT,Quintessence Int.,M,10,http://www.manuscriptmanager.com/qi/index.php,FALSE,UNITED STATES OF AMERICA,1969,QUINTESSENCE PUBLISHING CO INC,"4350 CHANDLER DRIVE, HANOVER PARK, USA, IL, 60133",VD180,http://www.quintpub.com
104308,82756J,0301-634X,1432-2099,RADIATION AND ENVIRONMENTAL BIOPHYSICS,RADIAT ENVIRON BIOPH,Radiat. Environ. Biophys.,Q,4,https://www.editorialmanager.com/rebs/,FALSE,GERMANY,1963,SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013",YK501,http://www.springeronline.com
104310,82748J,1042-0150,1029-4953,RADIATION EFFECTS AND DEFECTS IN SOLIDS,RADIAT EFF DEFECT S,Radiat. Eff. Defects Solids,M,12,http://mc.manuscriptcentral.com/grad,FALSE,ENGLAND,1969,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",ZA501,http://www.tandfonline.com
104311,11034J,1350-4487,,RADIATION MEASUREMENTS,RADIAT MEAS,Radiat. Meas.,M,12,http://ees.elsevier.com/radmeas/,FALSE,ENGLAND,1994,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
104312,C8685J,1748-717X,1748-717X,RADIATION ONCOLOGY,RADIAT ONCOL,Radiat. Oncol.,I,,http://www.ro-journal.com/manuscript,TRUE,ENGLAND,2006,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",FI745,https://www.biomedcentral.com/
104314,82898J,0969-806X,,RADIATION PHYSICS AND CHEMISTRY,RADIAT PHYS CHEM,Radiat. Phys. Chem.,M,12,http://ees.elsevier.com/rpc/,FALSE,ENGLAND,1969,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",UC250,http://www.elsevier.com
104315,06167J,0144-8420,1742-3406,RADIATION PROTECTION DOSIMETRY,RADIAT PROT DOSIM,Radiat. Prot. Dosim.,S,20,http://mc.manuscriptcentral.com/rpd,FALSE,ENGLAND,1981,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",TT001,http://www.oxfordjournals.org
104316,82764J,0033-7587,1938-5404,RADIATION RESEARCH,RADIAT RES,Radiat. Res.,M,12,http://radiatres.allentrack.net/cgi-bin/main.plex,FALSE,UNITED STATES OF AMERICA,1954,RADIATION RESEARCH SOC,"810 E TENTH STREET, LAWRENCE, USA, KS, 66044",VE350,http://www.radres.org
104324,83028J,0033-8222,1945-5755,RADIOCARBON,RADIOCARBON,Radiocarbon,B,6,https://journals.uair.arizona.edu/index.php/index/login,FALSE,UNITED STATES OF AMERICA,1959,UNIV ARIZONA DEPT GEOSCIENCES,"RADIOCARBON 4717 E FORT LOWELL RD, TUCSON, USA, AZ, 85712",ZT713,http://packrat.aml.arizona.edu/
104326,83072J,0033-8230,2193-3405,RADIOCHIMICA ACTA,RADIOCHIM ACTA,Radiochim. Acta,M,12,http://www.editorialmanager.com/ract/default.asp,FALSE,GERMANY,1962,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",ZY701,http://www.degruyter.de
